"cislo_prihlasky";"odkud_uchazec_prihlasen_kod";"prihlaska_kod";"studium_id";"rozhodnuti_kod";"obor_ss_kod";"ss_izo";"ss_typ";"ss_predmet1";"ss_predmet2";"ss_predmet3";"ss_predmet4";"ss_predmet5";"ss_predmet1_znamky";"ss_predmet2_znamky";"ss_predmet3_znamky";"ss_predmet4_znamky";"ss_predmet5_znamky";"ss_predmet1_prumer";"ss_predmet2_prumer";"ss_predmet3_prumer";"ss_predmet4_prumer";"ss_predmet5_prumer";"ss_prumer_prumeru";"ss_prumer_znamek";"bakalar_prumer";"predchozi_studium";"doplnujici_udaj1";"doplnujici_udaj2";"doplnujici_udaj3";"doplnujici_udaj4";"typ_prihlasky";"maturita_znamky";"maturita_prumer";"maturita_predmety";"maturita_rok";"cislo_mistnosti_pz";"datum_pz";"prominuti_pz";"hodnoceni_pz";"hodnoceni_pz_cast1";"hodnoceni_pz_cast2";"hodnoceni_pz_cast3";"hodnoceni_pz_cast4";"hodnoceni_pz_cast5";"hodnoceni_pz_cast6";"hodnoceni_pz_cast7";"hodnoceni_pz_cast8";"hodnoceni_pz_cast9";"hodnoceni_pz_cast10";"hodnoceni_pz_cast11";"hodnoceni_pz_cast12";"zapsal_ke_studiu";"status";"stipendium";"stipendium_cizi";"kolej_zadost";"termin";"prechodne";"studijni_skupina";"nove_prijaty";"navazujici_stud_program";"trvaly_pobyt_v_cr";"financovani";"stupen_predchoziho_vzdelani";"pz1_datum";"pz1_cas";"pz1_mistnost";"pz2_datum";"pz2_cas";"pz2_mistnost";"pz3_datum";"pz3_cas";"pz3_mistnost";"pisemny_test";"anketa_odkud_kod";"anketa_odkud_poznamka";"cislo_uchazece";"scio_test";"olympiady";"postizeni_kod";"postizeni_poznamka";"placeno_r";"placeno_poznamka";"placeno_mail";"staz_stat";"staz_poznamka";"maturita_uroven";"zajem";"zprava_pro_uchazece";"priorita";"datum_registrace";"datum_rozhodnuti";"misto_kod";"okres_kod";"zeme_kod";"psc"
"835";"";"1818789412";"10414706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1264923";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-24";"";"";"";""
"836";"";"8439546712";"10414806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1264934";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-24";"";"";"";""
"837";"";"9646659012";"10414906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1264945";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-24";"";"";"";""
"838";"";"4884211812";"10415006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1264956";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-24";"";"";"";""
"804";"";"1045542312";"10415106";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1258829";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-23";"";"";"";""
"805";"";"8590869212";"10415206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1258840";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-24";"";"";"";""
"806";"";"5130551612";"10415306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1258851";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-24";"";"";"";""
"807";"";"3357094012";"10415406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1259049";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-24";"";"";"";""
"808";"";"6031249412";"10415506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2009";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1259060";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-24";"Březová";"3409";"3409";"35601"
"809";"";"7126285512";"10415606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"N";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1259269";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-24";"";"";"";""
"810";"";"2319074312";"10415706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1259280";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-24";"2014-09-24";"Uherský Brod";"3711";"3711";"68801"
"839";"";"8220405612";"10420406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1265209";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-24";"";"3100";"3100";"14800"
"840";"";"8551526212";"10424406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2009";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1265649";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"";"3100";"3100";"10200"
"841";"";"8864376712";"10424506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1265869";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"Dubňany";"3706";"3706";"69603"
"842";"";"7908318712";"10424706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1266100";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"";"3100";"3100";"15000"
"843";"";"9904128712";"10424806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1266309";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"Opatovice nad Labem";"3606";"3606";"53345"
"844";"";"6416585912";"10426406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2006";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1266529";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"Kralupy nad Vltavou";"3206";"3206";"27801"
"845";"";"8132199212";"10430506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2013";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1267189";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"";"3208";"3208";"29001"
"846";"";"2603511412";"10432406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2005";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"T";"";"";"";"";"";"";"";"";"";"";"";"";"1267420";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"080 01  Prešov";"";"";""
"847";"";"3667005412";"10432706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1267629";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"07301 Sobrance";"";"";""
"848";"";"2015257112";"10432806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1267849";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-25";"2014-09-25";"Praha";"3100";"3100";"14800"
"849";"";"7537749112";"10450406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2006";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1269169";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-26";"2014-09-26";"Praha";"3100";"3100";"14900"
"850";"";"4552884712";"10450506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1269180";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-26";"2014-09-26";"";"";"";"77777"
"851";"";"3384386312";"10468406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1270269";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-09-29";"2014-09-29";"Novosibirsk";"";"";""
"852";"";"3841763112";"10506406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"1";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1271589";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-10-01";"2014-10-01";"Prešov";"";"";"08001"
"853";"";"8903751312";"10544406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2009";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1273129";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-10-06";"2014-10-06";"Praha";"3100";"3100";"17000"
"854";"";"2772272712";"10577306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1275549";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-10-13";"2014-10-13";"";"";"";""
"855";"";"5317802112";"10577406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1275560";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-10-13";"2014-10-13";"";"";"";""
"856";"";"2996821912";"10632106";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279476";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"857";"";"3436098412";"10632206";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279487";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"858";"";"3082042712";"10632306";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279498";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"859";"";"2630923612";"10632406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279509";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"860";"";"9856975612";"10632506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279520";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"861";"";"4547302912";"10632606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279531";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"862";"";"3646254712";"10632706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279542";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"863";"";"4442205412";"10632806";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279553";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"864";"";"7865698912";"10632906";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279564";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"865";"";"9066098312";"10633006";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279575";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"866";"";"6035420012";"10633106";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1279586";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-03";"2014-11-03";"";"";"";""
"867";"";"8325481212";"10644406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1282589";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-05";"2014-11-05";"";"";"";""
"868";"";"7302013812";"10644506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1282600";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-05";"2014-11-05";"";"";"";""
"869";"";"5061545212";"10644606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1282611";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-05";"2014-11-05";"";"";"";""
"870";"";"1122695812";"10652406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1283469";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-07";"2014-11-07";"";"";"";""
"871";"";"6959401212";"10652506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1283480";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-07";"2014-11-07";"";"";"";""
"872";"";"9140430712";"10652606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1283491";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-07";"2014-11-07";"";"";"";""
"873";"";"5794899512";"10652706";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1283502";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-07";"2014-11-07";"";"";"";""
"876";"";"6937501012";"10694406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1293369";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-24";"2014-11-24";"";"";"";""
"877";"";"3423261412";"10694506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1293380";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-11-24";"2014-11-24";"";"";"";""
"879";"";"7713176712";"10708406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1305469";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-12-01";"2014-12-01";"";"";"";""
"880";"";"6215913112";"10710506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1308769";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-12-02";"2014-12-02";"";"";"";""
"881";"";"4730771812";"10710606";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1308780";"";"";"";"";"";"";"";"";"";"";"";"";"";"2014-12-02";"2014-12-02";"";"";"";""
"882";"";"1304937712";"10734406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1321309";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2015-01-05";"";"";"";""
"883";"";"7692420412";"10734506";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"";"";"N";"51";"R";"";"";"";"";"";"";"";"";"";"";"";"";"1321320";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2015-01-05";"";"";"";""
"884";"";"9147598912";"10756406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2012";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"N";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1339349";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2015-01-21";"Poprad";"";"";"05801"
"885";"";"3794466212";"10758406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2010";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1339569";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2015-01-21";"Praha";"3100";"3100";"18600"
"887";"";"7310378112";"10762406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2014";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1342429";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2015-01-22";"";"3100";"3100";"10400"
"888";"";"4102909312";"10778406";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"2013";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"";"A";"69";"K";"";"";"";"";"";"";"";"";"";"";"";"";"1354969";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2015-01-29";"";"3204";"3204";"28002"
