"predmet_id";"kod_predmetu";"nazev_predmetu";"pocet_kreditu";"typ_predmetu";"forma_studia";"uroven_studia";"zpusob_zakonceni";"jazyk_vyuky"
"4730406";"MI-SEP";"Světová ekonomika a podníkání II.";"4";"PV;V;";"P";"M;";"Z,ZK";"CS"
"6113806";"NI-PDB";"Pokročilé databázové systémy";"5";"PO";"P";"M";"Z,ZK";"CS"
"3523206";"BIE-FTR.1";"Financial Markets";"5";"V;";"P";"B;";"Z,ZK";""
"4871206";"MI-PYT";"Pokročilý Python";"4";"V;";"P";"M;";"KZ";"CS"
"3471806";"BIK-SI2.3";"Softwarové inženýrství 2";"3";"PO;V;";"K";"";"Z,ZK";"CS"
"2779006";"BIK-SI1.2";"Softwarové inženýrství I";"5";"P;";"K";"B";"Z,ZK";"CS"
"1434806";"MI-MEP";"Modelování ekonomických procesů";"4";"PZ";"P";"M";"Z,ZK";"CS"
"3462306";"BI-SP2.1";"Softwarový týmový projekt 2";"4";"PO;";"P";"B;";"KZ";"CS"
"6083606";"NI-MOP";"Moderní objektové programování ve Pharo";"4";"V;";"P";"B;M;";"KZ";"CS"
"6116006";"NI-VMM";"Vyhledávání v multimédiích";"5";"PO";"P";"M";"Z,ZK";"CS"
"2074806";"MI-DSP";"Databázové systémy v praxi";"4";"V;";"P";"M;";"Z,ZK";"CS"
"1477706";"MI-RUB";"Programování v Ruby";"4";"V";"P";"M";"KZ";"CS"
"6166006";"NI-PVR";"Pokročilá virtuální realita";"4";"V;";"P";"M;";"KZ";"CS"
"6165606";"NI-PYT";"Pokročilý Python";"4";"V;";"P";"M;";"KZ";"CS"
"4652206";"MI-NUR.16";"Návrh uživatelského rozhraní";"5";"PO";"P";"M";"Z,ZK";"CS"
"2823006";"BI-EPD.2";"Ekonomika podnikání";"5";"P;";"P";"B";"KZ";"CS"
"2048806";"MI-PSL";"Programování v jazyku Scala";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6098306";"NI-MEP";"Modelování podnikových procesů";"5";"PO;";"P";"M";"Z,ZK";"CS"
"2118806";"FI-GNO";"Základy gnozeologie";"2";"V;";"";"0;";"ZK";"CS"
"5861606";"MI-PVR";"Pokročilá virtuální realita";"4";"V;";"P";"M;";"KZ";"CS"
"6163506";"NI-ZS30";"Zahraniční stáž pro magisterské studium za 30 kreditů";"30";"V;";"P";"M;";"Z";""
"6147506";"BI-ANGS";"Samostatná příprava na jazykovou zkoušku";"2";"";"";"";"Z";""
"3460806";"BI-PGA";"Programování grafických aplikací";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"1449106";"BIE-VWM";"Searching Web and Multimedia Databases";"5";"PO";"P";"B";"Z,ZK";"EN"
"6387506";"BIE-ZS10";"Bachelor internship abroad for 10 credits";"10";"V;";"P";"B;";"Z";"EN"
"4653606";"MIE-NUR.16";"User Interface Design";"5";"PO";"";"M";"Z,ZK";"EN"
"6283506";"NI-CCC";"Kreativní programování";"4";"V;";"P";"M;";"KZ";""
"1443506";"BIK-TIS";"Tvorba informačních systémů";"5";"PO";"K";"B";"Z,ZK";"CS"
"4669506";"MI-MBI.16";"Řízení podnikové informatiky";"5";"PZ;";"P";"M;";"Z,ZK";"CS"
"4674206";"MI-SMI.16";"Strategické řízení informatiky";"5";"PZ;";"P";"M;";"Z,ZK";"CS"
"1447706";"BIE-PAI";"Law and Informatics";"3";"P";"P";"B";"ZK";"EN"
"5861706";"BI-VHS";"Virtuální herní světy";"4";"V;";"P";"";"ZK";"CS"
"6397506";"BI-PYT.1";"Programování v Pythonu";"5";"PZ;V;";"P";"B";"KZ";"CS"
"3167206";"BI-3DT.1";"3D Tisk";"4";"V;";"P";"B;";"KZ";"CS"
"5073506";"BI-CS1";"Programování v C#";"4";"V";"P";"B";"KZ";"CS"
"2670706";"FI-ULI";"Úvod do lingvistiky pro informatiky";"2";"PV;";"";"B;";"ZK";"CS"
"6293806";"NI-DSP";"Databázové systémy v praxi";"4";"V;";"P";"M;";"Z,ZK";"CS"
"5712306";"BI-VR1";"Virtuální realita I";"4";"V;";"P";"B;";"KZ";"CS"
"3094006";"BI-BIG";"DB technologie pro Big Data";"4";"PO;PZ;V;";"P";"B;";"KZ";""
"6157506";"NI-AFP";"Aplikované funkcionální programování";"5";"V;";"P";"M;";"KZ";"CS"
"6075706";"NI-BUI";"Podniková informatika";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"4255206";"BI-GIT";"Systém pro správu verzí Git";"2";"V;";"";"B;";"KZ";"CS"
"6628206";"NIE-FME";"Formal Methods and Specifications";"5";"PO";"P";"M";"Z,ZK";"EN"
"1122906";"BI-MGA";"Multimediální a grafické aplikace";"5";"PO";"P";"B";"Z,ZK";"CS"
"2836106";"BIK-KSA";"Úvod do kulturní a sociální antropologie";"2";"PV;";"K";"B;";"ZK";"CS"
"6075906";"NI-TSW";"Tvorba softwarových produktů";"4";"PO;";"P";"M;";"KZ";"CS"
"6143706";"NI-SEP";"Světová ekonomika a podnikání II.";"4";"PV;V;";"P";"M;";"Z,ZK";"CS"
"6114006";"NI-PIS";"Podnikové informační systémy";"5";"PO;";"P";"M";"Z,ZK";"CS"
"6114806";"NI-FME";"Formální metody a specifikace";"5";"PO";"P";"M";"Z,ZK";"CS"
"3459806";"BI-KOM";"Konceptuální modelování";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6174506";"NI-DZO";"Digitální zpracování obrazu";"4";"V";"P";"M";"Z,ZK";"CS"
"1123906";"BI-VWM";"Vyhledávání na webu a v multimediálních databázích";"5";"PO";"P";"B";"Z,ZK";"CS"
"6569806";"BI-MVT.21";"Moderní vizualizační technologie";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"6609906";"BI-MDF.21";"Moderní datové formáty";"3";"PO;";"P";"B;";"KZ";"CS"
"6608006";"BI-AWD.21";"Administrace webového a DB serveru";"5";"PO";"P";"B";"Z,ZK";"CS"
"6607806";"BI-PHP.21";"Programování v PHP";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"3471906";"BIK-SP1.21";"Softwarový týmový projekt 1";"5";"PO;";"K";"B;";"KZ";"CS"
"4652606";"MI-SWE.16";"Semantický web";"5";"PO";"P";"M";"Z,ZK";"CS"
"3459406";"BI-FMU";"Finanční a manažerské účetnictví";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"3459306";"BI-EMP";"Ekonomické a manažerské principy";"4";"PO;";"P";"B;M;";"KZ";"CS"
"3470006";"BIK-EMP";"Ekonomické a manažerské principy";"4";"PO;";"K";"B;";"KZ";"CS"
"3465406";"BIE-EMP";"Economic and management principles";"4";"PO;";"";"B;";"KZ";"EN"
"6624406";"BIE-SP1.21";"Team Software Project 1";"5";"PO;";"P";"B;";"KZ";"EN"
"6579906";"BI-SWI.21";"Softwarové inženýrství";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6570106";"BIE-VHS.21";"Virtual game-worlds";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"3462206";"BI-SP1.21";"Softwarový týmový projekt 1";"5";"P;PO;";"P";"B;";"KZ";"CS"
"6627806";"BIE-FBI.21";"Financial Business Intelligence";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6624706";"BIE-TJV.21";"Technologie Java";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6143506";"NI-MPX";"Manažerská praxe";"4";"PV;";"P";"M;";"Z";"CS"
"6629906";"NIE-PIS";"Advanced Information Systems";"5";"PZ";"P";"M";"Z,ZK";"EN"
"6629206";"NIE-DSS";"Decision Support Systems";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"6629106";"NIE-TSW";"Software Product Development";"4";"PO;";"P";"M;";"KZ";"EN"
"6627706";"BIE-EPP.21";"Economic Business Processes";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6624606";"BIE-SWI.21";"Software Engineering";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6111806";"NI-NSS";"Normalized Software Systems";"5";"PO;V;";"P";"M;";"ZK";"EN"
"6585706";"BI-SP2.21";"Softwarový týmový projekt 2";"5";"PO;";"P";"B;";"KZ";"CS"
"6075606";"NI-PAS";"Pokročilé aspekty podnikání";"4";"PO;";"P";"M;";"Z,ZK";"CS"
"6561906";"BI-FBI.21";"Finanční podniková inteligence";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6562006";"BIK-FBI.21";"Finanční podniková inteligence";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6544006";"BIK-DBS.21";"Databázové systémy";"5";"P";"K";"B";"Z,ZK";"CS"
"3460906";"BI-PGR.1";"Počítačová grafika";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6561706";"BI-EPP.21";"Ekonomické podnikové procesy";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6543906";"BIE-DBS.21";"Database Systems";"5";"P";"";"B";"Z,ZK";"EN"
"6601306";"NI-LNG";"Úvod do lingvistiky pro informatiky";"2";"PV;V;";"P";"M;";"ZK";"CS"
"6607906";"BI-PJS.21";"Programování v jazyku Javascript";"5";"PO;";"P";"B";"KZ";"CS"
"6570006";"BIK-VHS.21";"Virtuální herní světy";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6569906";"BI-VHS.21";"Virtuální herní světy";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6618106";"BIK-SP2.21";"Softwarový týmový projekt 2";"5";"PO;";"K";"B;";"KZ";"CS"
"6161706";"NI-MPL";"Manažerská psychologie";"2";"PV;V;";"";"M;";"ZK";"CS"
"6629806";"NIE-PDB";"Advanced Database Systems";"5";"PO";"P";"M";"Z,ZK";"EN"
"6624506";"BIE-SP2.21";"Team Software Project 2";"5";"PO;";"P";"B;";"KZ";"EN"
"6628406";"NIE-NUR";"User Interface Design";"5";"PO";"P";"M";"Z,ZK";"EN"
"6561806";"BIK-EPP.21";"Ekonomické podnikové procesy";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6628306";"NIE-NSS";"Normalized Software Systems";"5";"PO;V;";"P";"M;";"ZK";"EN"
"6618006";"BIK-SWI.21";"Softwarové inženýrství";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6629306";"NIE-MEP";"Modelling of Enterprise Processes";"5";"PO;";"P";"M";"Z,ZK";"EN"
"6616006";"BI-TJV.21";"Technologie Java";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6617806";"BIK-TJV.21";"Technologie Java";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"1448806";"BIE-TIS";"Information Systems Design";"5";"PO";"P";"B";"Z,ZK";"EN"
"6675306";"BIK-AWD.21";"Administrace webového a DB serveru";"5";"PO";"K";"B";"Z,ZK";"CS"
"6675406";"BIK-BIG.21";"DB technologie pro Big Data";"5";"PO";"K";"B;";"KZ";""
"6608206";"BI-BIG.21";"DB technologie pro Big Data";"5";"PO;PV;";"P";"B;";"KZ";"CS"
"6617906";"BIK-IDO.21";"Úvod do DevOps";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6704506";"BI-KOM.21";"Konceptuální modelování";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6706306";"BIE-KOM.21";"Konceptuální modelování";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6706206";"BIK-KOM.21";"Konceptuální modelování";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6702906";"BI-MGA.21";"Multimediální a grafické aplikace";"5";"PO";"P";"B";"Z,ZK";"CS"
"6703106";"BI-PGR.21";"Počítačová grafika";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6702406";"BI-VWM.21";"Vyhledávání na webu a v multimediálních databázích";"5";"PO;PV;";"P";"B";"Z,ZK";"CS"
"6672406";"BIE-AWD.21";"Web and Database Server Administration";"5";"PO";"P";"B";"Z,ZK";"EN"
"6157706";"NI-APH";"Architektura počítačových her";"4";"V;";"P";"M;";"Z,ZK";"CS"
"4653506";"MIE-MEP.16";"Modelling of Business Processes";"5";"PO";"P";"M";"Z,ZK";"EN"
"1510706";"BIE-EC";"English External Certificate";"2";"P";"P";"B";"Z";"EN"
"5239806";"MI-APH";"Architektura pocitacovych her";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6183506";"BI-KSA";"Úvod do kulturní a sociální antropologie";"2";"PV;V;";"P";"B;";"ZK";"CS"
"4654006";"MIE-SWE.16";"Semantic Web";"4";"PO";"P";"M";"Z,ZK";"EN"
"6119706";"NI-DDW";"Dolování dat z webu";"5";"PO";"P";"M";"Z,ZK";"CS"
"3468206";"BIE-XML";"XML Technology";"4";"PZ;";"P";"B;";"Z,ZK";"EN"
"6099806";"NI-ADP";"Architektonické a návrhové vzory";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"6627906";"BIE-PAI.21";"Law and Informatics";"5";"P";"P";"B";"ZK";"EN"
"6562406";"BIK-PRR.21";"Projektové řízení";"5";"PV";"K";"B";"Z,ZK";"CS"
"6115406";"NI-SWE";"Semantický web a znalostní grafy";"5";"PO";"P";"M";"Z,ZK";"CS"
"6547506";"BI-TDP.21";"Tvorba dokumentace a prezentace";"3";"P;";"P";"B;";"KZ";"CS"
"6562206";"BIK-PAI.21";"Právo a informatika";"5";"P";"K";"B";"ZK";"CS"
"6672506";"BIE-BIG.21";"DB Technologies for Big Data";"5";"PO";"P";"B;";"KZ";"EN"
"6562106";"BI-PAI.21";"Právo a informatika";"5";"PO;PV;";"P";"B";"ZK";"CS"
"6621706";"BIE-IDO.21";"Introduction to DevOps";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6547606";"BIE-TDP.21";"Documentation and Presentation";"3";"P;";"P";"B;";"KZ";"CS"
"6562306";"BI-PRR.21";"Projektové řízení";"5";"PV";"P";"B";"Z,ZK";"CS"
"6601206";"BI-PYT.21";"Programování v Pythonu";"5";"PO;V;";"P";"B";"KZ";"CS"
"6608306";"BI-IDO.21";"Úvod do DevOps";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6547706";"BIK-TDP.21";"Tvorba dokumentace a prezentace";"3";"P;";"K";"B;";"KZ";"CS"
"6695806";"BI-TWA.21";"Tvorba webových aplikací";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6703206";"BI-TIS.21";"Tvorba informačních systémů";"5";"PO";"P";"B";"Z,ZK";"CS"
"6699506";"NIE-DDW";"Web Data Mining";"5";"V";"";"M";"Z,ZK";"EN"
"6561506";"BI-FEM.21";"Základy ekonomie";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"1495806";"BI-AZKE";"Angličtina, externí zkouška";"2";"P";"";"B";"ZK";"EN"
"6703006";"BI-PGA.21";"Programování grafických aplikací";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"1148406";"BI-ANG";"Zkouška z angličtiny po zápočtu z BI-A2L";"2";"P";"";"B";"ZK";"CS"
"1324006";"BI-A2L";"Anglický jazyk, příprava na zkoušku na úrovni B2";"2";"V;";"";"B;";"Z";""
"6543806";"BI-DBS.21";"Databázové systémy";"5";"P;";"P";"B";"Z,ZK";"CS"
"1678906";"BI-SQL";"Jazyk SQL";"4";"V";"P";"B";"Z,ZK";"CS"
"1441506";"BIK-PAI";"Právo a informatika";"3";"P";"K";"B";"ZK";"CS"
"3383206";"BIE-3DT.1";"3D Printing";"4";"V;";"P";"B;";"KZ";"EN"
"1441406";"BIK-FIP";"Účetnictví a finance podniku";"5";"PO";"K";"B";"Z,ZK";"CS"
"3467806";"BIE-TWA.1";"Web Application Design";"5";"PZ;";"P";"B;";"Z,ZK";"CS"
"3464906";"BIE-BIG";"DB Technologies for Big Data";"4";"PO;";"P";"B;";"KZ";"EN"
"1809006";"BI-PRR";"Projektové řízení";"4";"PV";"P";"B";"KZ";"CS"
"3467406";"BIE-SP1.1";"Team Software Project 1";"5";"PO;";"P";"B;";"KZ";"CS"
"5431206";"BIE-AWD.1";"Web and Database Server Administration";"4";"V;";"P";"B";"Z,ZK";"EN"
"4882806";"BIE-PHP.1";"Programing in PHP";"4";"V;";"P";"B;";"KZ";"EN"
"5431306";"BIK-AWD.1";"Administrace webového a DB serveru";"4";"PO";"K";"B";"Z,ZK";"CS"
"6609806";"BI-VR2";"Virtuální realita II";"3";"V;";"P";"B;";"KZ";"CS"
"2433206";"BI-IOS";"Základy vývoje iOS aplikací pro iPhone a iPad";"4";"V;";"P";"B;";"KZ";"CS"
"6805806";"BIE-PRR.21";"Project management";"4";"V";"P";"B";"KZ";"EN"
"1679006";"BI-XML";"Technologie XML";"4";"PZ;";"P";"B";"Z,ZK";"CS"
"5073206";"MI-MPC";"Moderní programování v C++";"5";"V;";"P";"M;";"Z,ZK";""
"3472206";"BIK-TJV";"Technologie Java";"4";"PO;PZ;";"K";"B;";"Z,ZK";"CS"
"6166706";"NI-PSL";"Programování v jazyku Scala";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6076106";"NI-AM2";"Architektura middleware 2";"5";"PO;PV;";"P";"M;";"Z,ZK";"CS"
"6075506";"NI-AM1";"Architektura middleware 1";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"6076006";"NI-CAP";"Člověk v antropologických perspektivách";"2";"PV;V;";"P";"M;";"ZK";"CS"
"6628106";"NIE-AM1";"Middleware Architectures 1";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"6548206";"BI-GIT.21";"Technologie pro vývoj SW";"3";"P;";"";"B;";"Z";"CS"
"6548406";"BIE-GIT.21";"SW Development Technologies";"3";"P;";"P";"B;";"Z";"EN"
"6763706";"NI-PSD";"Design veřejných služeb";"4";"V";"P";"M;";"KZ";"CS"
"5155306";"BIE-EEC";"English external certificate";"4";"P";"";"B";"Z";""
"6165306";"NI-RUB";"Programování v Ruby";"4";"V";"P";"M";"KZ";"CS"
"6075806";"NI-DSS";"Systémy podpory rozhodování";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"6548306";"BIK-GIT.21";"Technologie pro vývoj SW";"3";"P;";"K";"B;";"Z";"CS"
"3467306";"BIE-SI2.3";"Software Engineering 2";"3";"V";"";"";"Z,ZK";"EN"
"4730106";"BI-SEP";"Světová ekonomika a podnikání I.";"4";"PV;V;";"P";"B;M;";"Z,ZK";"CS"
"6628006";"NIE-ADP";"Architecture and Design patterns";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"1431606";"MI-SPI";"Statistika pro informatiku";"7";"P";"P";"M";"Z,ZK";"CS"
"1436806";"MIE-SPI";"Statistics for Informatics";"7";"P";"P";"M";"Z,ZK";"EN"
"6770606";"NIE-ADM";"Algoritmy data miningu";"5";"PO;";"P";"M";"Z,ZK";"CS"
"2977806";"BIE-IMA";"Introduction to Mathematics";"4";"V;";"P";"B;";"Z";"EN"
"5543506";"BI-SZ2";"Seminář znalostního inženýrství II";"4";"V;";"P";"B;";"Z";"CS"
"5543406";"BI-SZ1";"Seminář znalostního inženýrství I";"4";"V;";"P";"B;";"Z";"CS"
"2068806";"FI-HMI";"Historie matematiky a informatiky";"3";"V;";"";"0;";"ZK";"CS"
"6219506";"PI-PRO";"Plánování v robotice";"4";"V;";"P";"D;";"ZK";""
"2508906";"PI-STA";"Pokročilé Statistické Metody";"4";"V;";"";"D;";"ZK";"CS"
"3387206";"BI-UVM";"Úvod do vyšší matematiky";"6";"V;";"P";"B;";"Z";"CS"
"4601606";"MI-NNS";"Numerační systémy v SAGEmath";"2";"V;";"P";"M;";"Z";"EN"
"6699806";"NIE-VYC";"Computability";"4";"V;";"P";"D;M;";"Z,ZK";"EN"
"5543206";"MI-UMI";"Umělá inteligence";"5";"PO;V;";"P";"M;";"Z,ZK";"CS"
"1601606";"PI-NSV";"Neuronové sítě a výpočetní inteligence";"4";"P;";"";"D";"ZK";""
"4663006";"BIK-PKM";"Přípravný kurz matematiky";"4";"V";"K";"B";"Z";"CS"
"1443006";"BIK-PST";"Pravděpodobnost a statistika";"5";"P";"K";"B";"Z,ZK";"CS"
"1126006";"BI-VZD";"Vytěžování znalostí z dat";"4";"PO";"P";"B";"Z,ZK";"CS"
"4655906";"MI-MVI.16";"Metody výpočetní inteligence";"5";"PO";"P";"M";"Z,ZK";"CS"
"2753706";"MI-HMI2";"Historie matematiky a informatiky 2";"3";"V;";"P";"M;";"ZK";"CS"
"3315206";"BI-VMM";"Vybrané matematické metody";"4";"V;";"P";"B;";"Z,ZK";"CS"
"4662906";"BI-PKM";"Přípravný kurz matematiky";"4";"V;";"";"B;";"Z";"CS"
"1445306";"BIK-MLO";"Matematická logika";"5";"P";"K";"B";"Z,ZK";"CS"
"1806906";"MI-SPI.1";"Statistika pro informatiku";"8";"P";"P";"M";"Z,ZK";"CS"
"1806806";"MIE-SPI.1";"Statistics for Informatics";"8";"P";"P";"M";"Z,ZK";"EN"
"2552806";"BIK-HMI";"Historie matematiky a informatiky";"3";"V;";"K";"0;";"ZK";"CS"
"2960606";"BI-HMI";"Historie matematiky a informatiky";"3";"PV;";"";"B;";"Z,ZK";"CS"
"2960806";"MI-EDW";"Enterprise Data Warehouse systémy";"4";"V;";"P";"B;";"Z,ZK";"CS"
"4732806";"MI-MZI";"Matematika pro znalostní inženýrství";"4";"V;";"P";"M;";"Z,ZK";"CS"
"5171306";"MIE-MZI";"Mathematics for data science";"4";"V;";"P";"M;";"Z,ZK";"EN"
"5720106";"MI-PDM";"Praktický data mining";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"2357506";"BI-ZUM";"Základy umělé inteligence";"4";"V;";"P";"B;";"Z,ZK";"CS"
"4659006";"MIE-MVI.16";"Computational Intelligence Methods";"5";"PO";"";"M";"Z,ZK";"EN"
"5423206";"MI-BML";"Bayesovské  metody  ve strojovém učení";"5";"V;";"P";"M;";"KZ";"CS"
"4661406";"MI-SPI.16";"Statistika pro informatiku";"7";"P";"P";"M";"Z,ZK";"CS"
"1440306";"MIE-PDD";"Data Preprocessing";"4";"PO";"P";"M";"Z,ZK";"EN"
"4662006";"MIE-SPI.16";"Statistics for Informatics";"7";"P";"";"M";"Z,ZK";"EN"
"5720006";"MI-TNN";"Teorie neuronových sítí";"4";"V;";"P";"M;";"Z,ZK";"CS"
"1435106";"MI-PDD";"Předzpracování dat";"4";"PO";"P";"M";"Z,ZK";"CS"
"5107306";"MI-GLR";"Games and reinforcement learning";"4";"V;";"";"0;";"Z,ZK";"EN"
"4877406";"MIE-HMI";"History of Mathematics and Informatics";"3";"PV;V;";"P";"M;";"Z,ZK";"EN"
"5523406";"MI-VSM";"Vybrané statistické metody";"8";"PO;";"P";"M;";"Z,ZK";"CS"
"1697506";"MI-ADM";"Algoritmy data miningu";"4";"V";"P";"M";"Z,ZK";"CS"
"1438306";"MIE-MVI";"Computational Intelligence Methods";"4";"PO";"P";"M";"Z,ZK";"EN"
"4663206";"MI-ADM.16";"Algoritmy data miningu";"5";"PZ";"P";"M";"Z,ZK";"CS"
"1433106";"MI-MVI";"Metody výpočetní inteligence";"4";"PO";"P";"M";"Z,ZK";"CS"
"1439806";"MIE-MPI";"Mathematics for Informatics";"7";"P";"";"M";"Z,ZK";"EN"
"1449206";"BIE-VZD";"Data Mining";"4";"PO";"P";"B";"Z,ZK";"EN"
"1441306";"BIK-VZD";"Vytěžování znalostí z dat";"4";"PO";"K";"B";"Z,ZK";"CS"
"6167006";"NI-MZI";"Matematika pro znalostní inženýrství";"4";"V;";"P";"M;";"Z,ZK";"CS"
"5463206";"MI-DDM";"Distribuovaný data mining";"4";"V;";"P";"M;";"KZ";"EN"
"6163906";"NI-VYC";"Vyčíslitelnost";"4";"V;";"P";"D;M;";"Z,ZK";"CS"
"6174006";"NI-HMI2";"Historie matematiky a informatiky 2";"3";"V;";"P";"M;";"ZK";"CS"
"3315506";"MI-VYC";"Vyčíslitelnost";"4";"V;";"P";"D;M;";"Z,ZK";"CS"
"2964606";"MI-MSI";"Matematické struktury v informatice";"4";"V;";"P";"M;";"Z,ZK";"CS"
"2961206";"MI-IKM";"Internet a klasifikační metody";"4";"PZ;V;";"P";"M;";"Z,ZK";"CS"
"6098006";"NI-LSM";"Laboratoř statistického modelování";"5";"V;";"P";"B;M;";"KZ";"CS"
"5543606";"MI-SZ1";"Seminář znalostního inženýrství magisterský I";"4";"V;";"P";"M;";"Z";"CS"
"5543706";"MI-SZ2";"Seminář znalostního inženýrství magisterský II";"4";"V;";"P";"M;";"Z";"CS"
"1434606";"MI-MPI";"Matematika pro informatiku";"7";"P";"P";"M";"Z,ZK";"CS"
"4656406";"MI-PDD.16";"Předzpracování dat";"5";"PO";"P";"M";"Z,ZK";"CS"
"5069606";"BI-ALO";"Algebra a logika";"4";"V;";"P";"B;";"Z,ZK";"CS"
"4750506";"MI-EDW.16";"Podnikové datové sklady";"5";"PO";"P";"M;";"Z,ZK";"CS"
"5433306";"BIE-HMI";"History of Mathematics and Informatics";"3";"PV;";"";"B;";"Z,ZK";"EN"
"6003506";"BIE-PKM";"Preparatory Mathematics";"4";"V;";"P";"B;";"Z";"EN"
"4659506";"MIE-PDD.16";"Data Preprocessing";"5";"PO";"P";"M";"Z,ZK";"EN"
"6219606";"PI-SPL";"Splnitelnost a plánování";"4";"V;";"P";"D;";"ZK";""
"1448106";"BIE-PST";"Probability and Statistics";"5";"P";"P";"B";"Z,ZK";"EN"
"2358306";"BIE-ZUM";"Artificial Intelligence Fundamentals";"4";"V;";"P";"B;";"Z,ZK";"EN"
"4847206";"BIE-IMA2";"Introduction to Mathematics 2";"2";"V;";"P";"B;";"Z";"EN"
"6614006";"BI-VIZ.21";"Vizualizace dat";"5";"PO;";"P";"B;";"KZ";"CS"
"5543306";"MI-SCR";"Statistická analýza časových řad";"4";"V;";"P";"D;M;";"Z,ZK";"CS"
"6445506";"NI-EDW";"Podnikové datové sklady";"5";"V;";"P";"M;";"Z,ZK";"CS"
"6115806";"NI-UMI";"Umělá inteligence";"5";"PO;V;";"P";"M;";"Z,ZK";"CS"
"6085806";"NI-MPI";"Matematika pro informatiku";"7";"P;";"P";"M";"Z,ZK";"CS"
"6105606";"NI-BML";"Bayesovské  metody ve strojovém učení";"5";"PO;";"P";"M;";"KZ";"CS"
"6085506";"NI-PON";"Vybrané partie z optimalizace a numeriky";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"3463706";"BI-ZNS";"Znalostní systémy";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"5575306";"BI-SVZ";"Strojové vidění a zpracování obrazu";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"6624206";"NIE-VSM";"Selected statistical Methods";"7";"PO;";"P";"M;";"Z,ZK";"EN"
"6098106";"NI-VSM";"Vybrané statistické metody";"7";"P;";"P";"M;";"Z,ZK";"CS"
"1123306";"BI-PST";"Pravděpodobnost a statistika";"5";"P";"P";"B";"Z,ZK";"CS"
"6175606";"NI-DDM";"Distribuovaný data mining";"4";"V;";"P";"M;";"KZ";"EN"
"6141506";"NI-TNN";"Teorie neuronových sítí";"5";"V;";"P";"M;";"Z,ZK";"CS"
"6113906";"NI-PDD";"Předzpracování dat";"5";"PO";"P";"M";"Z,ZK";"CS"
"6579306";"BIE-ZUM.21";"Artificial Intelligence Fundamentals";"5";"V;";"P";"B;";"Z,ZK";"EN"
"6614106";"BI-PRS.21";"Praktická statistika";"5";"PO;";"P";"B;";"KZ";"CS"
"6579206";"BIK-ZUM.21";"Základy umělé inteligence";"5";"PV;";"K";"B;";"Z,ZK";"CS"
"6675106";"BIK-ML2.21";"Strojové učení 2";"5";"PO;V;";"K";"B;";"Z,ZK";"CS"
"6575606";"BI-ZUM.21";"Základy umělé inteligence";"5";"PO;PV;";"P";"B;";"Z,ZK";"CS"
"6703906";"BI-SVZ.21";"Strojové vidění a zpracování obrazu";"5";"PO;PV;";"P";"B;";"Z,ZK";"CS"
"6692606";"BI-PST.21";"Pravděpodobnost a statistika";"5";"P";"P";"B";"Z,ZK";"CS"
