studium_id,dokoncil_semestr,BI-PA1_znamka,BI-PA1_poradi_zapisu,BI-PAI_znamka,BI-PAI_poradi_zapisu,BI-CAO_znamka,BI-CAO_poradi_zapisu,BI-PS1_znamka,BI-PS1_poradi_zapisu,BI-MLO_znamka,BI-MLO_poradi_zapisu,BI-ZMA_znamka,BI-ZMA_poradi_zapisu,pocet_kreditu_semestr_1,BI-PA2_znamka,BI-PA2_poradi_zapisu,BI-DBS_znamka,BI-DBS_poradi_zapisu,BI-SAP_znamka,BI-SAP_poradi_zapisu,BI-LIN_znamka,BI-LIN_poradi_zapisu,pocet_kreditu_semestr_2,BI-AAG_znamka,BI-AAG_poradi_zapisu,BI-ZDM_znamka,BI-ZDM_poradi_zapisu,BI-AG1_znamka,BI-AG1_poradi_zapisu,pocet_kreditu_semestr_3
14291306,1.0,3.0,2.0,2.5,1.0,1.5,1.0,2.5,1.0,2.0,1.0,2.0,1.0,24.0,4.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,22.0,2.0,1.0,2.5,1.0,-1.0,-1.0,22.0
14285506,1.0,3.0,1.0,3.0,1.0,2.5,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0,3.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,23.0,2.0,1.0,3.0,1.0,2.5,1.0,22.0
14311606,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,1.0,1.0,30.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,26.0,2.0,1.0,2.0,1.0,2.0,1.0,29.0
14306106,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,30.0,3.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,25.0,4.0,1.0,3.0,1.0,2.5,1.0,20.0
14285206,1.0,2.5,1.0,2.5,1.0,1.5,1.0,2.5,1.0,1.0,1.0,1.5,1.0,30.0,4.0,1.0,2.0,1.0,2.5,1.0,3.0,1.0,19.0,3.0,1.0,2.5,1.0,2.5,1.0,29.0
14291206,1.0,2.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,1.5,1.0,30.0,3.0,1.0,3.0,1.0,2.5,1.0,3.0,1.0,30.0,2.5,1.0,2.5,1.0,2.5,1.0,21.0
14295406,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,2.0,1.5,1.0,2.0,1.0,25.0,4.0,1.0,2.5,1.0,3.0,1.0,2.5,1.0,23.0,2.0,1.0,2.0,1.0,4.0,1.0,25.0
14272306,1.0,3.0,1.0,1.5,1.0,1.5,1.0,3.0,1.0,3.0,1.0,2.0,1.0,30.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,4.0,1.0,13.0
17324606,0.0,2.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,2.0,1.0,30.0,1.5,1.0,2.0,1.0,3.0,1.0,2.5,1.0,34.0,4.0,1.0,-1.0,-1.0,3.0,1.0,26.0
14258806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,34.0,1.0,1.0,1.5,1.0,1.0,1.0,35.0
14260006,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,36.0,2.0,1.0,2.0,1.0,1.0,1.0,30.0
14302906,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0,4.0,1.0,1.5,1.0,1.5,1.0,2.5,1.0,19.0,2.5,1.0,2.0,1.0,4.0,1.0,20.0
14295806,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,30.0,4.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,25.0,4.0,1.0,2.5,1.0,2.5,1.0,23.0
14262706,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,4.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,24.0,4.0,1.0,3.0,1.0,2.5,1.0,24.0
14298006,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,19.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,16.0,2.5,1.0,-1.0,-1.0,4.0,1.0,26.0
14317206,1.0,2.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,30.0,2.5,1.0,1.5,1.0,1.5,1.0,2.0,1.0,30.0,1.5,1.0,2.0,1.0,2.5,1.0,26.0
14317506,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,30.0,1.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,28.0,2.0,1.0,2.0,1.0,1.0,1.0,30.0
14275206,1.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,30.0,3.0,1.0,1.5,1.0,1.5,1.0,-1.0,-1.0,28.0,2.0,1.0,2.0,1.0,2.5,1.0,36.0
14254806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,1.0,1.0,30.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,32.0,2.0,1.0,2.0,1.0,1.5,1.0,30.0
14250206,0.0,2.5,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.0,1.0,4.0,2.0,24.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,12.0,4.0,1.0,3.0,1.0,4.0,1.0,19.0
14241806,1.0,3.0,1.0,1.5,1.0,1.5,1.0,3.0,1.0,1.0,2.0,1.5,2.0,19.0,4.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,27.0,-1.0,-1.0,4.0,1.0,4.0,1.0,19.0
14252206,0.0,4.0,2.0,2.5,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.5,1.0,16.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,16.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0
14303606,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,32.0,2.5,1.0,2.5,1.0,3.0,1.0,4.0,1.0,19.0,2.0,1.0,2.0,1.0,2.5,1.0,26.0
14295306,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,2.0,2.5,1.0,25.0,4.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,16.0,2.0,1.0,4.0,1.0,4.0,1.0,24.0
14276506,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.0,2.0,24.0,4.0,1.0,2.5,1.0,4.0,1.0,4.0,1.0,12.0,4.0,1.0,2.5,1.0,4.0,1.0,18.0
14296106,0.0,2.5,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,30.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,27.0,-1.0,-1.0,-1.0,-1.0,1.5,1.0,6.0
14303306,0.0,3.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0,-1.0,-1.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
14294006,1.0,1.5,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,30.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,33.0,1.5,1.0,1.5,1.0,1.0,1.0,30.0
14267006,1.0,2.5,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,1.0,1.0,30.0,4.0,1.0,1.5,1.0,1.0,1.0,3.0,1.0,23.0,1.5,1.0,4.0,1.0,3.0,1.0,27.0
14321606,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.5,1.0,1.5,1.0,25.0,3.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,23.0,2.0,1.0,2.5,1.0,2.0,1.0,30.0
14291406,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.5,1.0,30.0,2.5,1.0,1.5,1.0,2.0,1.0,2.5,1.0,30.0,1.0,1.0,4.0,1.0,4.0,1.0,19.0
16771906,0.0,2.5,1.0,2.0,1.0,1.0,1.0,1.5,2.0,4.0,1.0,2.0,1.0,20.0,2.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,23.0,4.0,1.0,4.0,1.0,4.0,1.0,14.0
14311106,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,1.5,1.0,30.0,2.5,1.0,2.5,1.0,1.0,1.0,2.0,1.0,30.0,2.0,1.0,1.5,1.0,2.5,1.0,30.0
14295906,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.0,1.0,30.0,4.0,1.0,1.5,1.0,2.0,1.0,4.0,1.0,16.0,2.5,1.0,2.0,1.0,3.0,1.0,29.0
14292806,1.0,3.0,1.0,2.5,1.0,2.5,1.0,2.5,2.0,2.0,1.0,2.0,2.0,19.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,27.0,-1.0,-1.0,4.0,1.0,-1.0,-1.0,24.0
14274806,0.0,4.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,2.5,1.0,4.0,1.0,18.0,-1.0,-1.0,3.0,1.0,4.0,1.0,4.0,1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
14279306,0.0,2.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,6.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0
14304606,1.0,2.5,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0,4.0,1.0,2.0,1.0,2.5,1.0,4.0,1.0,12.0,2.0,1.0,2.0,1.0,2.5,1.0,34.0
14318106,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,30.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,12.0,2.5,1.0,2.5,1.0,2.5,1.0,27.0
14307306,1.0,3.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,30.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,30.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0
14271706,1.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,30.0,1.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,23.0,2.0,1.0,2.0,1.0,1.0,1.0,31.0
14296406,0.0,4.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,24.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,4.0,1.0,9.0
14296006,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.0,1.0,1.0,1.5,1.0,1.0,1.0,31.0
14320906,0.0,4.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,1.0,1.0,24.0,4.0,1.0,1.5,1.0,2.5,1.0,4.0,1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
14299006,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,32.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,28.0,1.5,1.0,1.0,1.0,1.0,1.0,30.0
14294406,1.0,3.0,2.0,1.5,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,24.0,4.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,23.0,2.0,1.0,2.5,1.0,3.0,1.0,36.0
16735606,0.0,3.0,2.0,2.5,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,20.0,2.0,1.0,2.5,1.0,2.0,1.0,3.0,1.0,30.0,2.5,1.0,-1.0,-1.0,-1.0,-1.0,15.0
14273406,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,2.0,1.0,4.0,1.0,16.0,2.5,1.0,4.0,1.0,4.0,1.0,23.0
14282606,1.0,2.5,1.0,1.5,1.0,1.0,1.0,2.0,1.0,2.5,1.0,1.0,1.0,30.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,34.0,1.5,1.0,1.5,1.0,2.0,1.0,32.0
14287606,0.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
14314806,0.0,2.5,2.0,2.5,1.0,1.0,1.0,3.0,1.0,1.5,1.0,2.5,1.0,24.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,19.0,4.0,1.0,4.0,1.0,-1.0,-1.0,15.0
14245906,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,2.0,1.0,19.0,-1.0,-1.0,2.5,1.0,2.0,1.0,2.5,1.0,19.0,4.0,1.0,2.5,1.0,-1.0,-1.0,16.0
14259606,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,30.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,20.0,2.5,1.0,3.0,1.0,2.5,1.0,31.0
14319906,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,-1.0,-1.0,14.0
14288106,1.0,3.0,1.0,3.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,3.0,1.0,3.0,1.0,19.0,2.0,1.0,4.0,1.0,-1.0,-1.0,19.0
14280006,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,2.0,1.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,32.0,1.5,1.0,1.5,1.0,2.0,1.0,28.0
14308906,1.0,2.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,30.0,2.0,1.0,2.5,1.0,2.5,1.0,26.0
14297506,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.5,1.0,30.0,4.0,1.0,2.5,1.0,1.0,1.0,4.0,1.0,17.0,2.0,1.0,2.5,1.0,2.5,1.0,17.0
14256106,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,2.5,1.0,19.0,-1.0,-1.0,2.0,1.0,2.5,1.0,2.5,1.0,19.0,2.5,1.0,3.0,1.0,4.0,1.0,31.0
14243706,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,2.0,18.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,12.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,23.0
17330106,1.0,2.5,1.0,2.0,1.0,1.5,1.0,1.5,2.0,2.0,1.0,2.0,1.0,27.0,2.5,1.0,-1.0,-1.0,2.5,1.0,2.0,1.0,32.0,4.0,1.0,-1.0,-1.0,3.0,1.0,32.0
14255506,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,30.0,4.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,19.0,1.0,1.0,2.5,1.0,2.5,1.0,33.0
16718706,1.0,2.0,1.0,2.5,1.0,1.0,1.0,3.0,2.0,2.5,1.0,2.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,1.0,2.5,1.0,25.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,21.0
14249506,0.0,3.0,2.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,2.0,18.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,14.0,-1.0,-1.0,4.0,1.0,-1.0,-1.0,16.0
14300106,0.0,3.0,1.0,2.5,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.0,1.0,30.0,4.0,1.0,2.0,1.0,2.5,1.0,2.0,1.0,19.0,2.0,1.0,2.5,1.0,4.0,1.0,24.0
14307806,0.0,1.5,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,30.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,26.0,2.0,1.0,4.0,1.0,2.0,1.0,21.0
14306306,1.0,2.0,1.0,2.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,30.0,2.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,32.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0
14301306,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,4.0,1.0,24.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,23.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
14314606,1.0,1.5,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,24.0,4.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0
14280406,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.5,1.0,30.0,2.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,32.0,2.0,1.0,2.5,1.0,3.0,1.0,33.0
14254506,1.0,2.5,1.0,2.0,1.0,1.5,1.0,3.0,1.0,4.0,1.0,2.5,2.0,19.0,2.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,27.0,4.0,1.0,4.0,1.0,4.0,1.0,10.0
16746806,0.0,2.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,32.0,1.0,1.0,1.5,1.0,2.5,1.0,4.0,1.0,27.0,-1.0,-1.0,-1.0,-1.0,4.0,1.0,20.0
14296506,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.5,1.0,1.0,1.0,27.0
14266606,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0
14241106,0.0,3.0,1.0,3.0,1.0,1.5,1.0,2.5,2.0,2.5,1.0,2.5,2.0,19.0,4.0,1.0,3.0,1.0,2.5,1.0,3.0,1.0,19.0,2.0,1.0,4.0,1.0,-1.0,-1.0,21.0
14278506,0.0,2.5,1.0,3.0,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.5,1.0,30.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0
14274306,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0,4.0,1.0,2.5,1.0,2.5,1.0,4.0,1.0,12.0,4.0,1.0,-1.0,-1.0,4.0,1.0,0.0
14275406,1.0,2.5,1.0,2.5,1.0,1.0,1.0,2.5,1.0,2.5,1.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,2.5,1.0,3.0,1.0,30.0,2.0,1.0,3.0,1.0,2.0,1.0,28.0
14281206,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,1.5,1.0,1.0,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,32.0,1.5,1.0,1.5,1.0,1.5,1.0,30.0
14282406,1.0,3.0,1.0,2.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.0,1.0,30.0,2.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,19.0,1.0,1.0,2.0,1.0,2.0,1.0,30.0
14273606,1.0,3.0,2.0,3.0,1.0,2.5,1.0,3.0,2.0,2.5,1.0,2.0,1.0,19.0,4.0,1.0,3.0,1.0,2.5,1.0,3.0,1.0,23.0,4.0,1.0,3.0,1.0,-1.0,-1.0,25.0
14281806,1.0,2.5,1.0,3.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.0,1.0,30.0,1.5,1.0,1.5,1.0,1.0,1.0,2.5,1.0,30.0,2.0,1.0,2.0,1.0,1.0,1.0,29.0
14305706,1.0,1.5,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.5,1.0,1.0,1.0,1.5,1.0,30.0
14255606,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
14260206,0.0,3.0,1.0,2.5,1.0,1.5,1.0,3.0,1.0,3.0,1.0,4.0,2.0,24.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,6.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
16726406,0.0,2.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,4.0,2.0,1.0,1.0,23.0,1.5,1.0,2.0,1.0,1.5,1.0,4.0,1.0,24.0,-1.0,-1.0,4.0,1.0,4.0,2.0,4.0
14263706,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.5,1.0,1.0,1.0,30.0
14247806,1.0,2.5,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.0,1.0,30.0,4.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,20.0,2.0,1.0,2.5,1.0,2.5,1.0,30.0
14263606,1.0,3.0,1.0,2.0,1.0,1.5,1.0,2.5,2.0,2.5,1.0,4.0,1.0,19.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,16.0,4.0,1.0,4.0,1.0,4.0,1.0,22.0
14265206,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,4.0,1.0,3.0,2.0,19.0,1.5,1.0,1.5,1.0,4.0,1.0,4.0,1.0,17.0,4.0,1.0,4.0,1.0,4.0,1.0,10.0
14249406,1.0,2.0,1.0,2.0,1.0,1.5,1.0,2.5,1.0,1.0,1.0,1.0,1.0,30.0,2.5,1.0,1.5,1.0,2.0,1.0,3.0,1.0,30.0,1.5,1.0,2.0,1.0,1.0,1.0,26.0
14251706,1.0,1.5,1.0,2.0,1.0,1.0,1.0,2.5,1.0,1.5,1.0,1.5,1.0,30.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,30.0,1.0,1.0,1.5,1.0,2.0,1.0,30.0
14280806,0.0,4.0,1.0,2.0,1.0,1.5,1.0,2.0,2.0,2.0,1.0,3.0,1.0,19.0,4.0,1.0,3.0,1.0,2.5,1.0,4.0,1.0,24.0,4.0,1.0,4.0,1.0,4.0,1.0,14.0
17328706,0.0,3.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,2.0,1.0,2.5,1.0,22.0,4.0,1.0,-1.0,-1.0,2.5,1.0,4.0,1.0,12.0,4.0,1.0,4.0,2.0,-1.0,-1.0,0.0
14247406,1.0,3.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,30.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,20.0,1.5,1.0,2.5,1.0,3.0,1.0,25.0
14258206,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,30.0,4.0,1.0,1.0,2.0,2.5,1.0,2.0,1.0,17.0,3.0,1.0,2.0,1.0,4.0,1.0,29.0
14266306,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.5,1.0,2.0,2.0,24.0,2.0,1.0,1.5,1.0,1.0,1.0,2.5,1.0,32.0,2.0,1.0,2.5,1.0,2.5,1.0,31.0
14264606,1.0,2.0,2.0,2.5,1.0,1.0,1.0,2.5,2.0,1.5,1.0,2.5,1.0,19.0,4.0,1.0,2.0,1.0,1.0,1.0,2.5,1.0,23.0,2.0,1.0,2.5,1.0,2.5,1.0,36.0
14321406,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0
14314106,0.0,2.5,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.5,1.0,24.0,4.0,1.0,2.5,1.0,3.0,1.0,4.0,1.0,12.0,4.0,1.0,4.0,1.0,-1.0,-1.0,15.0
14312006,1.0,1.5,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
14301206,1.0,2.5,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,23.0,2.0,1.0,1.5,1.0,2.5,1.0,35.0
14278906,0.0,2.5,1.0,2.5,1.0,1.5,1.0,2.5,1.0,2.5,1.0,1.0,1.0,30.0,4.0,1.0,2.5,2.0,1.0,1.0,4.0,1.0,10.0,2.0,1.0,4.0,1.0,4.0,1.0,12.0
14253806,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,1.0,30.0,4.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,12.0,1.5,1.0,2.5,1.0,2.5,1.0,27.0
14267406,1.0,2.5,1.0,3.0,1.0,1.5,1.0,2.5,1.0,1.5,2.0,2.5,2.0,19.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,23.0,2.5,1.0,-1.0,-1.0,2.5,1.0,27.0
14256406,1.0,2.5,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.5,1.0,30.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,18.0,3.0,1.0,3.0,1.0,2.0,1.0,22.0
14255706,1.0,2.5,1.0,3.0,1.0,1.5,1.0,2.5,1.0,2.5,1.0,4.0,1.0,24.0,2.5,1.0,2.0,1.0,2.5,1.0,4.0,1.0,23.0,2.0,1.0,2.5,1.0,4.0,1.0,26.0
14254006,0.0,3.0,1.0,2.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,24.0,4.0,1.0,2.5,1.0,2.0,1.0,4.0,1.0,19.0,4.0,1.0,-1.0,-1.0,4.0,1.0,4.0
