semestr_id,predmet_id,studium_id,zapocteno,zakonceno,znamka,poradi_zapisu
B141,1434706,8339306,0,0.0,4.0,1
B141,1434706,8342506,0,0.0,4.0,1
B141,1434706,8338706,1,,,1
B201,6165506,17885706,0,0.0,4.0,1
B141,1435206,9243106,1,,,1
B151,1435206,9238406,1,1.0,1.0,1
B151,1435206,9238306,1,1.0,1.0,1
B151,1435206,9981406,0,0.0,4.0,1
B151,1435206,9246806,1,1.0,2.5,1
B151,1435206,9242406,1,1.0,2.0,1
B151,1435206,9232306,1,1.0,3.0,1
B141,1435206,8332606,1,1.0,2.5,1
B141,1435206,8329406,1,1.0,2.5,1
B141,1435206,8337706,1,1.0,2.5,1
B141,1435206,8327506,1,1.0,2.5,1
B151,1435206,9241806,1,1.0,1.0,1
B151,1435206,9238606,1,1.0,2.5,1
B151,1435206,9245006,0,0.0,4.0,1
B151,1435206,9249406,0,0.0,4.0,1
B151,1435206,9978606,1,1.0,1.0,1
B151,1435206,9231106,0,0.0,4.0,1
B151,1435206,9245406,1,1.0,3.0,1
B151,1435206,9242506,1,1.0,2.0,1
B151,1435206,9243706,0,0.0,4.0,1
B141,1435206,9982006,1,1.0,3.0,1
B141,1435206,8331006,1,1.0,2.5,1
B151,1435206,9238906,1,1.0,3.0,1
B151,1435206,9235206,1,1.0,1.5,1
B151,1435206,9249306,1,1.0,2.0,1
B151,1435206,12234106,1,1.0,2.5,1
B151,1435206,9247206,1,1.0,3.0,1
B111,1435206,3295206,1,1.0,1.0,1
B131,1435206,6822606,1,1.0,2.5,1
B131,1435206,6855706,1,1.0,1.0,1
B131,1435206,8324406,1,1.0,2.0,1
B131,1435206,6823006,1,1.0,3.0,1
B121,1435206,5414606,1,1.0,1.0,1
B111,1435206,3690006,0,0.0,4.0,1
B121,1435206,3305406,1,1.0,1.0,1
B111,1435206,4013806,0,0.0,4.0,1
B121,1435206,5415606,0,0.0,4.0,1
B151,1435206,9237106,1,1.0,3.0,1
B151,1435206,7956506,1,1.0,1.5,1
B141,1435206,8336306,1,1.0,2.5,1
B141,1435206,8323706,1,,,1
B151,1435206,11655106,1,1.0,2.0,1
B151,1435206,9979006,1,1.0,1.0,1
B151,1435206,9243406,1,1.0,1.0,1
B151,1435206,9983106,1,1.0,1.5,1
B151,1435206,9980206,1,1.0,1.5,1
B151,1435206,9235406,1,1.0,2.0,1
B151,1435206,9235606,1,1.0,2.5,1
B151,1435206,8373706,1,1.0,1.5,1
B151,1435206,9242906,0,0.0,4.0,1
B201,6165506,17895606,1,1.0,1.0,1
B201,6165506,16696806,0,0.0,4.0,1
B132,2961406,6422506,0,0.0,4.0,1
B211,6115506,17890806,,,,1
B211,6115506,17204906,,,,1
B211,6115506,19153906,,,,1
B211,6115506,19797206,,,,1
B211,6115506,19341806,,,,1
B211,6115506,19342606,,,,1
B211,6115506,19161406,,,,1
B211,6115506,19158206,,,,1
B211,6115506,19157906,,,,1
B211,6115506,19158006,,,,1
B211,6115506,19149906,,,,1
B211,6115506,19156506,,,,1
B211,6115506,19342806,,,,1
B211,6115506,19154406,,,,1
B211,6115506,19161606,,,,1
B201,6115506,17887906,0,0.0,4.0,1
B201,6115506,18531706,0,0.0,4.0,1
B201,6115506,18533206,1,1.0,2.0,1
B201,6115506,18533406,0,0.0,4.0,1
B201,6115506,18532906,1,1.0,2.5,1
B132,2961406,6810906,0,0.0,4.0,1
B201,6115506,18533106,1,1.0,2.5,1
B132,2961406,8343806,0,0.0,4.0,1
B132,2961406,6823106,0,0.0,4.0,1
B162,2961406,13032706,1,1.0,1.0,1
B162,2961406,13028406,1,1.0,1.0,1
B162,2961406,9247306,0,0.0,4.0,1
B162,2961406,12234606,0,0.0,4.0,1
B152,2961406,12235906,0,0.0,4.0,1
B152,2961406,9235606,0,0.0,4.0,1
B152,2961406,9246306,0,0.0,4.0,1
B152,2961406,8342506,0,0.0,4.0,1
B152,2961406,8338706,0,0.0,4.0,1
B152,2961406,9241106,0,0.0,4.0,1
B152,2961406,9236206,0,0.0,4.0,1
B152,2961406,11658806,0,0.0,4.0,1
B142,2961406,8336306,1,1.0,2.5,1
B142,2961406,9979206,0,0.0,4.0,1
B142,2961406,9980806,0,0.0,4.0,1
B142,2961406,9249906,1,1.0,1.0,1
B132,2961406,6820006,0,0.0,4.0,1
B132,2961406,8336906,0,0.0,4.0,1
B142,2961406,8336606,0,0.0,4.0,1
B142,2961406,9237606,1,1.0,1.0,1
B132,2961406,8328106,1,1.0,1.0,1
B132,2961406,6806506,0,0.0,4.0,1
B201,6165506,16691506,0,0.0,4.0,1
B201,6115506,18529706,1,1.0,1.0,1
B201,6115506,16689206,1,1.0,1.5,1
B211,6165506,19343906,,,,1
B211,6165506,17895106,,,,1
B211,6165506,19158706,,,,1
B211,6165506,17890506,,,,1
B211,6165506,19158106,,,,1
B211,6165506,19347106,,,,1
B211,6165506,17888606,,,,1
B211,6165506,19159806,,,,1
B211,6165506,19151906,,,,1
B211,6165506,19157206,,,,1
B211,6165506,17899106,,,,1
B211,6165506,19152406,,,,1
B211,6165506,19156806,,,,1
B211,6165506,19342706,,,,1
B211,6165506,16698306,,,,1
B201,6165506,18532006,0,0.0,4.0,1
B201,6165506,18529206,0,0.0,4.0,1
B201,6165506,18530506,1,1.0,3.0,1
B201,6165506,18532106,0,0.0,4.0,1
B201,6165506,16688506,1,1.0,1.0,1
B201,6165506,15626106,0,0.0,4.0,1
B211,6165506,19797106,,,,1
B201,6115506,18529606,1,1.0,1.5,1
B211,6165506,19797306,,,,1
B211,6165506,17205506,,,,1
B201,6115506,17893406,1,1.0,1.0,1
B201,6115506,16688006,1,1.0,1.0,1
B201,6115506,17895206,1,1.0,1.0,1
B201,6115506,16692306,1,1.0,1.0,1
B201,6115506,17891506,0,0.0,4.0,1
B201,6115506,17898906,0,0.0,4.0,1
B201,6115506,17888806,1,1.0,1.0,1
B201,6115506,17895806,1,1.0,2.0,1
B201,6115506,17899306,1,1.0,1.0,1
B201,6115506,17889406,1,1.0,3.0,1
B201,6115506,17884706,1,1.0,1.5,1
B201,6115506,17898206,1,1.0,1.5,1
B201,6115506,17891206,1,1.0,1.5,1
B201,6115506,17894106,1,1.0,1.0,1
B201,6115506,17884406,1,1.0,2.0,1
B201,6115506,17889706,1,1.0,2.5,1
B201,6115506,17891106,1,1.0,1.0,1
B211,6165506,19797606,,,,1
B211,6165506,19797906,,,,1
B211,6165506,17204906,,,,1
B211,6165506,19343706,,,,1
B211,6165506,19343006,,,,1
B202,6114906,16689106,1,,,1
B151,1435206,9980006,1,1.0,1.0,1
B151,1435206,8346606,1,1.0,1.0,1
B141,1435206,8345606,0,0.0,4.0,1
B131,1435206,6819706,1,1.0,1.5,1
B141,1435206,9244206,0,0.0,4.0,1
B131,1435206,6855206,1,1.0,3.0,1
B141,1435206,9246606,0,0.0,4.0,1
B141,1435206,8332206,1,1.0,2.5,1
B141,1435206,8326206,1,1.0,2.0,1
B131,1435206,6816906,1,,,1
B141,1435206,9254906,1,1.0,2.5,1
B141,1435206,6815006,1,1.0,2.0,1
B141,1435206,9246706,1,1.0,2.5,1
B131,1435206,6956706,0,0.0,4.0,1
B131,1435206,6814406,1,1.0,1.0,1
