semestr_id,predmet_id,studium_id,zapocteno,zakonceno,znamka,poradi_zapisu
B171,1432506,13031206,,,4.0,1
B171,1432506,14311806,Z,1.0,1.0,1
B171,1432506,14310106,Z,1.0,2.0,1
B171,1432506,14246406,Z,1.0,2.0,1
B171,1432506,14284506,,,4.0,1
B171,1432506,14275606,Z,1.0,1.5,1
B171,1432506,13024306,,,4.0,1
B171,1432506,14304706,Z,,,1
B161,1432506,13020506,Z,1.0,1.5,1
B161,1432506,13033706,Z,1.0,2.5,1
B161,1432506,13032106,Z,1.0,2.0,1
B161,1432506,13021406,,,4.0,1
B161,1432506,13021606,Z,1.0,1.5,1
B161,1432506,13035606,Z,1.0,1.5,1
B161,1432506,13036406,,,4.0,1
B161,1432506,13036506,,,4.0,1
B161,1432506,13034906,,,4.0,1
B161,1432506,13033906,Z,1.0,1.5,1
B161,1432506,13033206,,,4.0,1
B161,1432506,13029706,Z,1.0,2.0,1
B161,1432506,13035406,,,4.0,1
B161,1432506,13027206,Z,1.0,2.5,1
B161,1432506,13033306,Z,1.0,2.0,1
B161,1432506,13024506,Z,1.0,1.5,1
B161,1432506,13025006,Z,1.0,1.5,1
B171,1432506,14245306,Z,1.0,1.5,1
B171,1432506,14242506,Z,,,1
B171,1432506,14261606,Z,1.0,1.0,1
B171,1432506,14260906,Z,1.0,1.5,1
B171,1432506,14294606,,,4.0,1
