"predmet_id";"studijni_plan_id";"kod_predmetu";"nazev_predmetu";"studijni_plan_kod";"studijni_plan_nazev_cs";"pocet_kreditu";"typ_predmetu";"forma_studia";"uroven_studia";"zpusob_zakonceni";"jazyk_vyuky";"cislo_dop_sem"
"1446706";"30006579";"BIE-VES";"Embedded Systems";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"EN";"4"
"1450406";"30006579";"BIE-AAG";"Automata and Grammars";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1510606";"30006579";"BIE-BAP";"Bachelor Thesis";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"14";"P";"P";"B";"Z";"EN";"6"
"1449806";"30006579";"BIE-CAO";"Digital and Analog Circuits";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1448706";"30006579";"BIE-DBS";"Database Systems";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1446506";"30006579";"BIE-LIN";"Linear Algebra";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"7";"P";"";"B";"Z,ZK";"EN";"2"
"1446806";"30006579";"BIE-MLO";"Mathematical Logic";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1447306";"30006579";"BIE-OSY";"Operating Systems";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1447406";"30006579";"BIE-PA1";"Programming and Algorithmics 1";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"6";"P";"P";"B";"Z,ZK";"EN";"1"
"1447506";"30006579";"BIE-PA2";"Programming and Algorithmics 2";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"7";"P";"P";"B";"Z,ZK";"EN";"2"
"1446306";"30006579";"BIE-PSI";"Computer Networks";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1448306";"30006579";"BIE-SAP";"Computer Structures and Architectures";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"2"
"1450206";"30006579";"BIE-ZDM";"Elements of Discrete Mathematics";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"3"
"1450306";"30006579";"BIE-ZMA";"Elements of Calculus";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"1"
"1447706";"30006579";"BIE-PAI";"Law and Informatics";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"3";"P";"P";"B";"ZK";"EN";"1"
"1448106";"30006579";"BIE-PST";"Probability and Statistics";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"Z,ZK";"EN";"5"
"1450806";"30006579";"BIE-BEZ";"Security";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"4"
"2779206";"30006579";"BIE-SI1.2";"Software Engineering I";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P;";"";"B";"Z,ZK";"EN";"3"
"2822906";"30006579";"BIE-EPD.2";"Business Economics";"BIE-PI.2013";"Computer Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"6"
"1447406";"30006580";"BIE-PA1";"Programming and Algorithmics 1";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"P";"P";"B";"Z,ZK";"EN";"1"
"1446506";"30006580";"BIE-LIN";"Linear Algebra";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"7";"P";"";"B";"Z,ZK";"EN";"2"
"1446806";"30006580";"BIE-MLO";"Mathematical Logic";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1447306";"30006580";"BIE-OSY";"Operating Systems";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1447706";"30006580";"BIE-PAI";"Law and Informatics";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"3";"P";"P";"B";"ZK";"EN";"1"
"1447506";"30006580";"BIE-PA2";"Programming and Algorithmics 2";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"7";"P";"P";"B";"Z,ZK";"EN";"2"
"1447906";"30006580";"BIE-PPR";"Project, Presentation and Rhetoric";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"5"
"1446306";"30006580";"BIE-PSI";"Computer Networks";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1448306";"30006580";"BIE-SAP";"Computer Structures and Architectures";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"2"
"1448606";"30006580";"BIE-TED";"Electronic Documentation Design";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"2"
"1449006";"30006580";"BIE-UOS";"Introduction to Operating Systems";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"1"
"2822906";"30006580";"BIE-EPD.2";"Business Economics";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"6"
"1468906";"30006580";"BIE-EFA";"Efficient Algorithms";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"V;";"P";"B";"Z,ZK";"EN";"3"
"1450206";"30006580";"BIE-ZDM";"Elements of Discrete Mathematics";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"3"
"1450306";"30006580";"BIE-ZMA";"Elements of Calculus";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"1"
"1450806";"30006580";"BIE-BEZ";"Security";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"4"
"1510706";"30006580";"BIE-EC";"English External Certificate";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"2";"P";"P";"B";"Z";"EN";"4"
"1449806";"30006580";"BIE-CAO";"Digital and Analog Circuits";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"2779206";"30006580";"BIE-SI1.2";"Software Engineering I";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P;";"";"B";"Z,ZK";"EN";"4"
"1449906";"30006580";"BIE-GRA";"Graph Algorithms and Complexity Theory";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"V;";"P";"B";"Z,ZK";"EN";"4"
"1447206";"30006580";"BIE-OMO";"Object Modeling";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"EN";"3"
"1469306";"30006580";"BIE-SP1";"Team Software Project 1";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"4";"PO";"P";"B";"KZ";"EN";"4"
"1469206";"30006580";"BIE-SP2";"Team Software Project 2";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"PO";"P";"B";"KZ";"EN";"5"
"1450406";"30006580";"BIE-AAG";"Automata and Grammars";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1510606";"30006580";"BIE-BAP";"Bachelor Thesis";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"14";"P";"P";"B";"Z";"EN";"6"
"2779306";"30006580";"BIE-SI2.2";"Software Engineering 2";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"PO";"";"B";"ZK";"EN";"5"
"1448106";"30006580";"BIE-PST";"Probability and Statistics";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"5";"P";"P";"B";"Z,ZK";"EN";"5"
"1448706";"30006580";"BIE-DBS";"Database Systems";"BIE-SI.2013";"Software Engineering, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1447806";"30006581";"BIE-PJP";"Programming Languages and Compilers";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"PO";"";"B";"Z,ZK";"EN";"4"
"1450406";"30006581";"BIE-AAG";"Automata and Grammars";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1510606";"30006581";"BIE-BAP";"Bachelor Thesis";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"14";"P";"P";"B";"Z";"EN";"6"
"1449806";"30006581";"BIE-CAO";"Digital and Analog Circuits";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1448706";"30006581";"BIE-DBS";"Database Systems";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1446506";"30006581";"BIE-LIN";"Linear Algebra";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"7";"P";"";"B";"Z,ZK";"EN";"2"
"1446806";"30006581";"BIE-MLO";"Mathematical Logic";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1447306";"30006581";"BIE-OSY";"Operating Systems";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1447706";"30006581";"BIE-PAI";"Law and Informatics";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"3";"P";"P";"B";"ZK";"EN";"1"
"1447406";"30006581";"BIE-PA1";"Programming and Algorithmics 1";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"P";"P";"B";"Z,ZK";"EN";"1"
"1447506";"30006581";"BIE-PA2";"Programming and Algorithmics 2";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"7";"P";"P";"B";"Z,ZK";"EN";"2"
"1447906";"30006581";"BIE-PPR";"Project, Presentation and Rhetoric";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"5"
"1446306";"30006581";"BIE-PSI";"Computer Networks";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1448106";"30006581";"BIE-PST";"Probability and Statistics";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"P";"B";"Z,ZK";"EN";"5"
"1448306";"30006581";"BIE-SAP";"Computer Structures and Architectures";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"2"
"1448606";"30006581";"BIE-TED";"Electronic Documentation Design";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"2"
"1449006";"30006581";"BIE-UOS";"Introduction to Operating Systems";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"1"
"1450206";"30006581";"BIE-ZDM";"Elements of Discrete Mathematics";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"3"
"1450306";"30006581";"BIE-ZMA";"Elements of Calculus";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"1"
"2779206";"30006581";"BIE-SI1.2";"Software Engineering I";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P;";"";"B";"Z,ZK";"EN";"3"
"1449906";"30006581";"BIE-GRA";"Graph Algorithms and Complexity Theory";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"V;";"P";"B";"Z,ZK";"EN";"4"
"1447006";"30006581";"BIE-EIA";"Efficient Implementation of Algorithms";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"EN";"5"
"1468906";"30006581";"BIE-EFA";"Efficient Algorithms";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"V;";"P";"B";"Z,ZK";"EN";"3"
"1450706";"30006581";"BIE-APS";"Architectures of Computer Systems";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"PO";"P";"B";"Z,ZK";"EN";"5"
"1510706";"30006581";"BIE-EC";"English External Certificate";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"2";"P";"P";"B";"Z";"EN";"4"
"1450806";"30006581";"BIE-BEZ";"Security";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"4"
"2822906";"30006581";"BIE-EPD.2";"Business Economics";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"6"
"1449206";"30006581";"BIE-VZD";"Data Mining";"BIE-TI.2013";"Computer Science, Presented in English, Version 2013";"4";"PO";"P";"B";"Z,ZK";"EN";"6"
"1812806";"30006582";"BIE-WT1";"Web Technology I";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"EN";"3"
"1446506";"30006582";"BIE-LIN";"Linear Algebra";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"7";"P";"";"B";"Z,ZK";"EN";"2"
"1510706";"30006582";"BIE-EC";"English External Certificate";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"2";"P";"P";"B";"Z";"EN";"4"
"1446306";"30006582";"BIE-PSI";"Computer Networks";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1450406";"30006582";"BIE-AAG";"Automata and Grammars";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1448606";"30006582";"BIE-TED";"Electronic Documentation Design";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"2"
"1447506";"30006582";"BIE-PA2";"Programming and Algorithmics 2";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"7";"P";"P";"B";"Z,ZK";"EN";"2"
"1449006";"30006582";"BIE-UOS";"Introduction to Operating Systems";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"1"
"1447406";"30006582";"BIE-PA1";"Programming and Algorithmics 1";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"P";"P";"B";"Z,ZK";"EN";"1"
"1446806";"30006582";"BIE-MLO";"Mathematical Logic";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1448906";"30006582";"BIE-TUR";"User Interface Design";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"4";"PO";"";"B";"Z,ZK";"EN";"6"
"1446606";"30006582";"BIE-MGA";"Multimedia and Graphics Applications";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"EN";"3"
"1450306";"30006582";"BIE-ZMA";"Elements of Calculus";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"1"
"1510606";"30006582";"BIE-BAP";"Bachelor Thesis";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"14";"P";"P";"B";"Z";"EN";"6"
"1447306";"30006582";"BIE-OSY";"Operating Systems";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"4"
"1449806";"30006582";"BIE-CAO";"Digital and Analog Circuits";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"1"
"1450806";"30006582";"BIE-BEZ";"Security";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"4"
"2779206";"30006582";"BIE-SI1.2";"Software Engineering I";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P;";"";"B";"Z,ZK";"EN";"5"
"2320806";"30006582";"BIE-WT2";"Web Technologies 2";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"CS";"4"
"1450206";"30006582";"BIE-ZDM";"Elements of Discrete Mathematics";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"";"B";"Z,ZK";"EN";"3"
"1449106";"30006582";"BIE-VWM";"Searching Web and Multimedia Databases";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"PO";"P";"B";"Z,ZK";"EN";"4"
"1447906";"30006582";"BIE-PPR";"Project, Presentation and Rhetoric";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"5"
"1447706";"30006582";"BIE-PAI";"Law and Informatics";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"3";"P";"P";"B";"ZK";"EN";"1"
"2822906";"30006582";"BIE-EPD.2";"Business Economics";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"P";"B";"KZ";"EN";"6"
"1448106";"30006582";"BIE-PST";"Probability and Statistics";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"5";"P";"P";"B";"Z,ZK";"EN";"5"
"1448706";"30006582";"BIE-DBS";"Database Systems";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"3"
"1448306";"30006582";"BIE-SAP";"Computer Structures and Architectures";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"P";"";"B";"Z,ZK";"EN";"2"
"1446106";"30006582";"BIE-PGR";"Computer Graphics";"BIE-WM.2013";"Web and Multimedia, Presented in English, Version 2013";"6";"PO";"P";"B";"Z,ZK";"EN";"5"
"1499406";"30007606";"MI-MPR";"Magisterský projekt";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"7";"P";"P";"M";"Z";"";"3"
"1435806";"30007606";"MI-IBE";"Informační bezpečnost";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"2";"P";"P";"M";"ZK";"CS";"3"
"2335806";"30007606";"MI-TES.2";"Teorie systémů";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"P";"P";"M";"Z,ZK";"CS";"1"
"2823206";"30007606";"MI-PAR.2";"Paralelní algoritmy a systémy";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"6";"P";"P";"M";"ZK";"CS";"1"
"2823306";"30007606";"MI-PPR.2";"Paralelní programování";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"2";"P";"P";"M";"Z";"CS";"1"
"3477206";"30007606";"MI-AAK.1";"Aritmetika a kódy";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"5";"PO";"P";"M";"Z,ZK";"CS";"2"
"1477806";"30007606";"MI-SIM";"Simulace číslicových obvodů";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"V";"P";"M";"Z,ZK";"CS";"3"
"4661406";"30007606";"MI-SPI.16";"Statistika pro informatiku";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"7";"P";"P";"M";"Z,ZK";"CS";"2"
"1800906";"30007606";"MI-KYB.1";"Kybernalita";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"3";"P";"P";"M";"ZK";"CS";"1"
"1432506";"30007606";"MI-PAA";"Problémy a algoritmy";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"5";"PO";"P";"M";"Z,ZK";"CS";"1"
"1495306";"30007606";"MI-DIP";"Magisterská práce";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"23";"P";"P";"M";"Z";"OO";"4"
"1430706";"30007606";"MI-PAP";"Paralelní architektury počítačů";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"CS";"2"
"1435706";"30007606";"MI-BHW";"Bezpečnost a technické prostředky";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"CS";"2"
"1432106";"30007606";"MI-TSP";"Testování a spolehlivost";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"CS";"3"
"1434606";"30007606";"MI-MPI";"Matematika pro informatiku";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"7";"P";"P";"M";"Z,ZK";"CS";"1"
"1431306";"30007606";"MI-SOC";"Systémy na čipu";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"CS";"3"
"1432006";"30007606";"MI-NFA";"Návrh obvodů technologií FPGA a ASIC";"MI-NPVS.2014";"Návrh a programování vestavných systémů - verze pro ty, kteří se zapsali v roce 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"CS";"1"
"1123006";"30007785";"BI-OMO";"Objektové modelování";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"PO";"P";"B";"Z,ZK";"CS";"3"
"1125406";"30007785";"BI-PRP";"Právo a podnikání";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"4";"PO";"P";"B";"Z,ZK";"CS";"6"
"1123406";"30007785";"BI-SI1";"Softwarové inženýrství I";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"PO";"P";"B";"ZK";"CS";"4"
"1125506";"30007785";"BI-SI2";"Softwarové inženýrství 2";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"PO";"P";"B";"Z,ZK";"CS";"5"
"1125806";"30007785";"BI-TIS";"Tvorba informačních systémů";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"PO";"P";"B";"Z,ZK";"CS";"5"
"1122206";"30007785";"BI-AAG";"Automaty a gramatiky";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1142806";"30007785";"BI-BAP";"Bakalářská práce";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"14";"P";"";"B";"Z";"CS";"6"
"1124706";"30007785";"BI-BEZ";"Bezpečnost";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"6";"P";"P";"B";"Z,ZK";"CS";"5"
"1110806";"30007785";"BI-CAO";"Číslicové a analogové obvody";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1122406";"30007785";"BI-DBS";"Databázové systémy";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"6";"P";"P";"B";"Z,ZK";"CS";"3"
"1121206";"30007785";"BI-LIN";"Lineární algebra";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1121306";"30007785";"BI-MLO";"Matematická logika";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"Z,ZK";"CS";"1"
"1121406";"30007785";"BI-OSY";"Operační systémy";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"Z,ZK";"CS";"2"
"1121706";"30007785";"BI-PAI";"Právo a informatika";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"3";"P";"P";"B";"ZK";"CS";"1"
"1121506";"30007785";"BI-PA1";"Programování a algoritmizace 1";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1121606";"30007785";"BI-PA2";"Programování a algoritmizace 2";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"7";"P";"P";"B";"Z,ZK";"CS";"2"
"1125306";"30007785";"BI-PPR";"Projekt, prezentace a rétorika";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"KZ";"CS";"5"
"1123206";"30007785";"BI-PSI";"Počítačové sítě";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1123306";"30007785";"BI-PST";"Pravděpodobnost a statistika";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"Z,ZK";"CS";"4"
"1121806";"30007785";"BI-SAP";"Struktura a architektura počítačů";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"6";"P";"P";"B";"Z,ZK";"CS";"2"
"1121906";"30007785";"BI-TED";"Tvorba elektronické dokumentace";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"KZ";"CS";"2"
"1122006";"30007785";"BI-UOS";"Úvod do operačních systémů";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"KZ";"CS";"1"
"1124106";"30007785";"BI-ZDM";"Základy diskrétní matematiky";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"P";"P";"B";"Z,ZK";"CS";"3"
"1122106";"30007785";"BI-ZMA";"Základy matematické analýzy";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"6";"P";"P";"B";"Z,ZK";"CS";"1"
"1125006";"30007785";"BI-FIP";"Účetnictví a finance podniku";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"PO;V;";"P";"B";"Z,ZK";"CS";"5"
"2052906";"30007785";"BI-PWT";"Podnikové webové technologie";"BI-ISM-ISP-382136";"Informační systémy a management - ISP 382136";"5";"PO;";"P";"B;";"Z,ZK";"CS";"4"
"1746806";"30007867";"MIE-SIM";"Digital Circuit Simulation";"MIE-NPVS.2014";"Design and Programming of Embedded Systems, Presented in English, Version 2014 a 2015";"4";"PO;";"P";"";"Z,ZK";"";"3"
"1437706";"30007867";"MIE-PAA";"Problems and Algorithms";"MIE-NPVS.2014";"Design and Programming of Embedded Systems, Presented in English, Version 2014 a 2015";"5";"PO";"";"M";"Z,ZK";"EN";"1"
"1435906";"30007867";"MIE-PAP";"Parallel Computer Architectures";"MIE-NPVS.2014";"Design and Programming of Embedded Systems, Presented in English, Version 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"EN";"2"
"1436506";"30007867";"MIE-SOC";"Systems on Chip";"MIE-NPVS.2014";"Design and Programming of Embedded Systems, Presented in English, Version 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
"1437306";"30007867";"MIE-TSP";"Testing and Reliability";"MIE-NPVS.2014";"Design and Programming of Embedded Systems, Presented in English, Version 2014 a 2015";"4";"PO";"P";"M";"Z,ZK";"EN";"3"
